day,high_f,low_f,precip_in,snow_in,snowdepth_in
2018-03-26,39.9,29.1,0.0,0.0,
2018-03-27,42.1,28.2,0.0,0.0,
2018-03-28,54.0,36.0,0.01,0.0,
2018-03-29,50.0,37.0,0.01,0.0,
2018-03-30,64.0,43.0,0.08,0.0,
2018-03-31,57.0,39.0,0.0,0.0,
2018-04-01,59.0,37.0,0.0,0.0,
2018-04-02,39.9,31.1,0.11,0.71,
2018-04-03,48.0,32.0,0.47,0.0,
2018-04-04,57.9,39.0,0.2,0.0,
2018-04-05,43.0,30.2,0.0,0.0,
2018-04-06,43.0,29.1,0.21,0.59,
2018-04-07,46.9,35.1,0.01,0.0,
2018-04-08,42.1,32.0,0.0,0.0,
2018-04-09,46.0,30.2,0.0,0.0,
2018-04-10,41.0,35.1,,0.0,
2018-04-11,45.0,30.2,0.0,0.0,
2018-04-12,55.0,36.0,0.06,0.0,
2018-04-13,69.1,44.1,,0.0,
2018-04-14,52.0,37.9,0.0,0.0,
2018-04-15,39.0,33.1,0.04,,
2018-04-16,53.1,36.0,1.57,0.0,
2018-04-17,50.0,39.9,0.0,0.0,
2018-04-18,53.1,36.0,0.0,0.0,
2018-04-19,44.1,36.0,0.23,,
2018-04-20,53.1,36.0,0.0,0.0,
2018-04-21,59.0,39.0,0.0,0.0,
2018-04-22,62.1,42.1,0.0,0.0,
2018-04-23,57.9,43.0,0.0,0.0,
2018-04-24,69.1,42.1,0.0,0.0,
2018-04-25,55.9,46.9,0.72,0.0,
2018-04-26,68.0,50.0,0.21,0.0,
2018-04-27,57.0,46.0,0.54,0.0,
2018-04-28,70.0,46.0,0.0,0.0,
2018-04-29,60.1,43.0,0.05,0.0,
2018-04-30,48.0,39.9,0.2,0.0,
2018-05-01,66.9,44.1,0.0,0.0,
2018-05-02,89.1,57.9,0.0,0.0,
2018-05-03,90.0,61.0,0.09,0.0,
2018-05-04,82.0,57.0,,0.0,
2018-05-05,75.0,57.9,0.0,0.0,
2018-05-06,66.9,50.0,0.19,0.0,
2018-05-07,61.0,48.0,0.0,0.0,
2018-05-08,60.1,45.0,0.0,0.0,
2018-05-09,63.0,46.0,,0.0,
2018-05-10,71.1,48.9,0.0,0.0,
2018-05-11,70.0,52.0,0.0,0.0,
2018-05-12,53.1,48.9,0.21,0.0,
2018-05-13,54.0,48.0,0.0,0.0,
2018-05-14,69.1,48.9,0.0,0.0,
2018-05-15,84.9,57.9,1.0,0.0,
2018-05-16,62.1,50.0,,0.0,
2018-05-17,71.1,51.1,0.0,0.0,
2018-05-18,64.9,46.9,0.0,0.0,
2018-05-19,55.0,46.0,0.2,0.0,
2018-05-20,81.0,54.0,0.08,0.0,
2018-05-21,80.1,57.0,0.0,0.0,
2018-05-22,66.9,54.0,0.03,0.0,
2018-05-23,84.0,54.0,0.02,0.0,
2018-05-24,68.0,53.1,0.0,0.0,
2018-05-25,88.0,54.0,0.0,0.0,
2018-05-26,89.1,61.0,,0.0,
2018-05-27,61.0,50.0,0.02,0.0,
2018-05-28,59.0,50.0,0.06,0.0,
2018-05-29,84.9,57.9,0.0,0.0,
2018-05-30,69.1,60.1,0.0,0.0,
2018-05-31,82.9,55.9,0.0,0.0,
2018-06-01,79.0,64.0,0.01,0.0,
2018-06-02,81.0,57.0,0.01,0.0,
2018-06-03,60.1,50.0,0.0,0.0,
2018-06-04,53.1,48.9,0.62,0.0,
2018-06-05,61.0,48.9,0.34,0.0,
2018-06-06,62.1,53.1,0.0,0.0,
2018-06-07,72.0,54.0,0.0,0.0,
2018-06-08,81.0,55.0,,0.0,
2018-06-09,80.1,62.1,0.0,0.0,
2018-06-10,72.0,60.1,0.0,0.0,
2018-06-11,64.0,55.9,0.0,0.0,
2018-06-12,80.1,54.0,0.0,0.0,
2018-06-13,77.0,59.0,,0.0,
2018-06-14,79.0,57.0,0.0,0.0,
2018-06-15,64.0,54.0,,0.0,
2018-06-16,84.9,55.9,0.0,0.0,
2018-06-17,81.0,62.1,0.0,0.0,
2018-06-18,89.1,66.0,0.13,0.0,
2018-06-19,84.0,68.0,0.01,0.0,
2018-06-20,84.9,63.0,0.0,0.0,
2018-06-21,80.1,64.0,0.0,0.0,
2018-06-22,70.0,60.1,0.0,0.0,
2018-06-23,64.9,60.1,,0.0,
2018-06-24,77.0,59.0,0.26,0.0,
2018-06-25,73.9,61.0,0.33,0.0,
2018-06-26,79.0,60.1,0.0,0.0,
2018-06-27,80.1,63.0,0.09,0.0,
2018-06-28,75.9,64.9,1.16,0.0,
2018-06-29,90.0,72.0,0.0,0.0,
2018-06-30,91.9,75.0,0.0,0.0,
2018-07-01,91.9,70.0,0.0,0.0,
2018-07-02,84.0,69.1,0.0,0.0,
2018-07-03,98.1,73.0,0.01,0.0,
2018-07-04,87.1,73.0,0.0,0.0,
2018-07-05,93.9,73.9,0.0,0.0,
2018-07-06,86.0,64.9,0.35,0.0,
2018-07-07,75.0,61.0,0.0,0.0,
2018-07-08,81.0,61.0,0.0,0.0,
2018-07-09,91.0,64.9,0.0,0.0,
2018-07-10,96.1,68.0,,0.0,
2018-07-11,75.0,66.0,0.19,0.0,
2018-07-12,73.9,64.9,0.0,0.0,
2018-07-13,78.1,64.0,0.0,0.0,
2018-07-14,75.9,63.0,0.31,0.0,
2018-07-15,79.0,66.9,0.01,0.0,
2018-07-16,77.0,66.9,0.0,0.0,
2018-07-17,91.0,69.1,2.68,0.0,
2018-07-18,82.9,69.1,0.06,0.0,
2018-07-19,77.0,64.9,0.0,0.0,
2018-07-20,79.0,66.0,0.0,0.0,
2018-07-21,73.9,63.0,0.0,0.0,
2018-07-22,78.1,66.9,0.17,0.0,
2018-07-23,86.0,75.0,0.03,0.0,
2018-07-24,88.0,73.0,0.0,0.0,
2018-07-25,87.1,75.0,0.14,0.0,
2018-07-26,86.0,73.0,0.6,0.0,
2018-07-27,90.0,71.1,0.0,0.0,
2018-07-28,87.1,72.0,0.0,0.0,
2018-07-29,84.0,73.9,0.0,0.0,
2018-07-30,82.0,70.0,0.0,0.0,
2018-07-31,82.0,69.1,0.0,0.0,
2018-08-01,84.0,68.0,,0.0,
2018-08-02,95.0,75.9,,0.0,
2018-08-03,91.0,77.0,0.06,0.0,
2018-08-04,84.9,73.0,0.64,0.0,
2018-08-05,87.1,70.0,0.0,0.0,
2018-08-06,96.1,73.0,0.0,0.0,
2018-08-07,95.0,77.0,0.0,0.0,
2018-08-08,84.9,73.9,0.98,0.0,
2018-08-09,90.0,73.9,0.06,0.0,
2018-08-10,88.0,72.0,0.0,0.0,
2018-08-11,73.0,66.9,0.39,0.0,
2018-08-12,75.0,66.9,1.38,0.0,
2018-08-13,73.9,68.0,0.29,0.0,
2018-08-14,80.1,69.1,0.01,0.0,
2018-08-15,88.0,70.0,0.0,0.0,
2018-08-16,91.0,75.0,0.0,0.0,
2018-08-17,80.1,70.0,0.2,0.0,
2018-08-18,88.0,66.9,0.13,0.0,
2018-08-19,73.0,66.9,0.01,0.0,
2018-08-20,73.9,66.9,0.0,0.0,
2018-08-21,72.0,64.9,0.0,0.0,
2018-08-22,84.0,66.0,0.5,0.0,
2018-08-23,80.1,66.0,,0.0,
2018-08-24,84.9,62.1,0.0,0.0,
2018-08-25,82.0,66.0,0.0,0.0,
2018-08-26,84.0,62.1,0.0,0.0,
2018-08-27,90.0,73.0,0.0,0.0,
2018-08-28,97.0,75.0,0.0,0.0,
2018-08-29,98.1,81.0,0.0,0.0,
2018-08-30,91.9,71.1,0.0,0.0,
2018-08-31,73.0,63.0,0.0,0.0,
2018-09-01,73.9,63.0,0.0,0.0,
2018-09-02,84.0,64.0,0.0,0.0,
2018-09-03,96.1,73.0,0.0,0.0,
2018-09-04,87.1,73.0,0.0,0.0,
2018-09-05,91.9,71.1,0.0,0.0,
2018-09-06,97.0,73.9,0.03,0.0,
2018-09-07,75.0,66.0,,0.0,
2018-09-08,71.1,59.0,,0.0,
2018-09-09,64.9,57.0,0.0,0.0,
2018-09-10,68.0,62.1,0.76,0.0,
2018-09-11,75.0,64.9,0.53,0.0,
2018-09-12,70.0,66.0,0.26,0.0,
2018-09-13,71.1,64.9,0.44,0.0,
2018-09-14,75.0,64.9,0.0,0.0,
2018-09-15,73.0,63.0,,0.0,
2018-09-16,81.0,63.0,0.0,0.0,
2018-09-17,84.9,66.9,,0.0,
2018-09-18,77.0,69.1,1.15,0.0,
2018-09-19,71.1,62.1,,0.0,
2018-09-20,66.0,60.1,,0.0,
2018-09-21,73.0,61.0,0.0,0.0,
2018-09-22,73.0,57.0,0.03,0.0,
2018-09-23,64.9,53.1,0.0,0.0,
2018-09-24,60.1,54.0,0.0,0.0,
2018-09-25,71.1,57.0,1.24,0.0,
2018-09-26,84.0,68.0,0.28,0.0,
2018-09-27,71.1,61.0,0.05,0.0,
2018-09-28,62.1,57.9,0.35,0.0,
2018-09-29,73.9,55.0,0.0,0.0,
2018-09-30,70.0,54.0,0.0,0.0,
2018-10-01,68.0,57.0,0.06,0.0,
2018-10-02,64.0,57.0,0.29,0.0,
2018-10-03,64.0,54.0,0.21,0.0,
2018-10-04,73.0,59.0,0.0,0.0,
2018-10-05,69.1,53.1,0.0,0.0,
2018-10-06,63.0,51.1,0.0,0.0,
2018-10-07,80.1,60.1,0.1,0.0,
2018-10-08,60.1,55.0,,0.0,
2018-10-09,80.1,57.9,0.0,0.0,
2018-10-10,86.0,68.0,0.0,0.0,
2018-10-11,72.0,57.9,0.6,0.0,
2018-10-12,63.0,51.1,0.09,0.0,
2018-10-13,54.0,46.0,0.13,0.0,
2018-10-14,59.0,45.0,0.0,0.0,
2018-10-15,70.0,45.0,0.07,0.0,
2018-10-16,60.1,46.9,0.03,0.0,
2018-10-17,63.0,44.1,,0.0,
2018-10-18,48.9,39.0,,0.0,
2018-10-19,63.0,37.0,0.0,0.0,
2018-10-20,66.0,48.9,,0.0,
2018-10-21,53.1,37.0,0.03,0.0,
2018-10-22,54.0,34.0,0.0,0.0,
2018-10-23,55.9,41.0,0.41,0.0,
2018-10-24,48.9,41.0,0.04,0.0,
2018-10-25,51.1,37.0,0.0,0.0,
2018-10-26,48.0,34.0,0.0,0.0,
2018-10-27,52.0,43.0,1.17,0.0,
2018-10-28,54.0,43.0,0.03,0.0,
2018-10-29,60.1,44.1,0.52,0.0,0.0
2018-10-30,50.0,39.0,0.0,0.0,0.0
2018-10-31,57.9,37.0,0.0,0.0,
2018-11-01,64.0,53.1,0.01,0.0,0.0
2018-11-02,70.0,53.1,0.36,0.0,0.0
2018-11-03,68.0,46.9,1.39,0.0,
2018-11-04,55.9,42.1,0.0,0.0,
2018-11-05,52.0,46.0,0.36,0.0,
2018-11-06,60.1,48.0,0.78,0.0,
2018-11-07,64.0,53.1,0.0,0.0,
2018-11-08,57.0,44.1,0.0,0.0,
2018-11-09,50.0,37.9,1.1,0.0,
2018-11-10,50.0,37.0,0.45,0.0,
2018-11-11,46.0,35.1,0.0,0.0,
2018-11-12,50.0,33.1,0.0,0.0,
2018-11-13,54.0,42.1,1.1,0.0,
2018-11-14,42.1,25.2,0.0,0.0,
2018-11-15,37.9,23.2,0.46,0.12,
2018-11-16,46.0,35.1,0.57,,
2018-11-17,50.0,37.0,0.0,0.0,
2018-11-18,41.0,37.9,0.0,0.0,
2018-11-19,41.0,36.0,0.17,,
2018-11-20,42.1,35.1,0.4,,
2018-11-21,43.0,24.3,,,
2018-11-22,24.3,14.2,0.0,0.0,
2018-11-23,32.0,15.3,0.0,0.0,
2018-11-24,46.9,29.1,0.0,0.0,
2018-11-25,48.9,42.1,0.78,0.0,
2018-11-26,46.9,42.1,0.87,0.0,
2018-11-27,48.9,37.9,0.46,0.0,
2018-11-28,44.1,36.0,0.0,0.0,
2018-11-29,46.0,37.0,0.0,0.0,
2018-11-30,44.1,33.1,0.0,0.0,
2018-12-01,45.0,35.1,0.0,0.0,
2018-12-02,51.1,41.0,0.75,0.0,
2018-12-03,57.9,44.1,,0.0,
2018-12-04,44.1,27.1,0.0,0.0,
2018-12-05,36.0,25.2,0.0,0.0,
2018-12-06,42.1,30.2,,,
2018-12-07,39.9,26.2,0.0,0.0,
2018-12-08,31.1,20.1,0.0,0.0,
2018-12-09,37.0,23.2,0.0,0.0,
2018-12-10,39.0,26.2,0.0,0.0,
2018-12-11,37.9,23.2,0.0,0.0,
2018-12-12,39.0,24.3,0.0,0.0,
2018-12-13,35.1,21.2,0.0,0.0,
2018-12-14,46.0,29.1,0.0,0.0,
2018-12-15,55.0,39.9,0.0,0.0,
2018-12-16,45.0,41.0,0.54,0.0,
2018-12-17,43.0,36.0,0.04,,
2018-12-18,39.0,25.2,0.02,0.12,
2018-12-19,42.1,24.3,0.0,0.0,
2018-12-20,50.0,32.0,0.0,0.0,
2018-12-21,64.9,43.0,0.61,0.0,
2018-12-22,55.9,37.0,0.02,0.0,
2018-12-23,43.0,33.1,0.0,0.0,
2018-12-24,39.0,32.0,,,
2018-12-25,39.0,29.1,0.0,0.0,
2018-12-26,39.9,26.2,0.0,0.0,
2018-12-27,37.9,30.2,0.0,0.0,
2018-12-28,57.0,34.0,0.33,0.0,
2018-12-29,54.0,32.0,0.0,0.0,
2018-12-30,34.0,26.2,0.0,,
2018-12-31,,,,,
