INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,SHOOTING_FLAG,Lat_Clean,Long_Clean,Lat_Missing_Flag,Long_Missing_Flag,TIME_OF_DAY,IS_WEEKEND,CRIME_SEVERITY,SEASON,QUARTER,DAY_NUMBER,OFFENSE_CATEGORY,HIGH_RISK_HOUR,DISTRICT_Index,TIME_OF_DAY_Index,SEASON_Index,OFFENSE_CATEGORY_Index,UCR_PART_Index
I162021866,3803,Motor Vehicle Accident Response,M/V ACCIDENT - PERSONAL INJURY,D14,782,,2016-03-21T00:54:00.000-04:00,2016,3,Monday,0,Part Three,CAMBRIDGE ST,42.351627,-71.142983,0,42.351627,-71.142983,0,0,Night,0,1,Spring,1,1,Traffic,1,8.0,0.0,1.0,2.0,0.0
I162003221,1870,Drug Violation,DRUGS - CONSP TO VIOL CONTROLLED SUBSTANCE,C11,254,,2016-01-12T16:21:00.000-05:00,2016,1,Tuesday,16,Part Two,DORCHESTER AVE,42.30947615,-71.05800088,0,42.30947615,-71.05800088,0,0,Afternoon,0,2,Winter,1,2,Drug,0,1.0,2.0,3.0,4.0,1.0
I162090308,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E13,111,,2016-11-04T05:15:00.000-04:00,2016,11,Friday,5,Part Three,COVENTRY ST,42.33695098,-71.08574813,0,42.33695098,-71.08574813,0,0,Night,0,1,Fall,4,5,Other,0,6.0,0.0,2.0,0.0,0.0
I172087028,2629,Harassment,HARASSMENT,E18,498,,2017-10-18T16:17:00.000-04:00,2017,10,Wednesday,16,Part Two,HYDE PARK AVE,42.27380942,-71.11996035,0,42.27380942,-71.11996035,0,0,Afternoon,0,2,Fall,4,3,Other,0,7.0,2.0,2.0,0.0,1.0
I182031956,3111,License Violation,LICENSE PREMISE VIOLATION,D4,151,,2018-04-28T23:45:00.000-04:00,2018,4,Saturday,23,Part Three,CHANDLER ST,42.34715987,-71.07026381,0,42.34715987,-71.07026381,0,0,Night,1,1,Spring,2,6,Other,1,3.0,0.0,1.0,0.0,0.0
I152070744,3115,Investigate Person,INVESTIGATE PERSON,D4,137,,2015-08-26T12:43:00.000-04:00,2015,8,Wednesday,12,Part Three,NEWBURY ST,42.3494205,-71.083158,0,42.3494205,-71.083158,0,0,Afternoon,0,1,Summer,3,3,Other,0,3.0,2.0,0.0,0.0,0.0
I172073688,1849,Drug Violation,"DRUGS - POSS CLASS B - COCAINE, ETC.",C11,389,,2017-09-05T21:05:00.000-04:00,2017,9,Tuesday,21,Part Two,RANGELEY ST,42.28065953,-71.0604167,0,42.28065953,-71.0604167,0,0,Night,0,2,Fall,3,2,Drug,0,1.0,0.0,2.0,4.0,1.0
I172011418,1402,Vandalism,VANDALISM,C11,817,,2017-02-11T18:47:00.000-05:00,2017,2,Saturday,18,Part Two,WELLES AVE,42.28927291,-71.06622608,0,42.28927291,-71.06622608,0,0,Evening,1,2,Winter,1,6,Property,0,1.0,1.0,3.0,1.0,1.0
I172007405,802,Simple Assault,ASSAULT SIMPLE - BATTERY,E13,570,,2017-01-27T17:56:00.000-05:00,2017,1,Friday,17,Part Two,ROCKVALE CIR,42.30734156,-71.1054409,0,42.30734156,-71.1054409,0,0,Evening,0,2,Winter,1,5,Violent,0,6.0,1.0,3.0,3.0,1.0
I172057900,3201,Property Lost,PROPERTY - LOST,A1,119,,2017-07-17T13:00:00.000-04:00,2017,7,Monday,13,Part Three,PARK ST,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Summer,3,1,Other,0,4.0,2.0,0.0,0.0,0.0
I162066782,3410,Towed,TOWED MOTOR VEHICLE,D14,788,,2016-08-18T08:21:00.000-04:00,2016,8,Thursday,8,Part Three,CHISWICK RD,42.33996911,-71.15048615,0,42.33996911,-71.15048615,0,0,Morning,0,1,Summer,3,4,Other,0,8.0,3.0,0.0,0.0,0.0
I162070412,3301,Verbal Disputes,VERBAL DISPUTE,B2,185,,2016-08-30T02:15:00.000-04:00,2016,8,Tuesday,2,Part Three,MASSACHUSETTS AVE,42.32198656,-71.06280666,0,42.32198656,-71.06280666,0,0,Night,0,1,Summer,3,2,Other,1,0.0,0.0,0.0,0.0,0.0
I172024907,1504,Other,WEAPON - OTHER - OTHER VIOLATION,E5,563,,2017-03-31T10:08:00.000-04:00,2017,3,Friday,10,Part Two,FAWNDALE RD,42.28906908,-71.12116753,0,42.28906908,-71.12116753,0,0,Morning,0,2,Spring,1,5,Other,0,9.0,3.0,1.0,0.0,1.0
I182050855,1830,Drug Violation,DRUGS - SICK ASSIST - HEROIN,C11,396,,2018-06-28T20:53:00.000-04:00,2018,6,Thursday,20,Part Two,SANTUIT ST,42.29042439,-71.0638074,0,42.29042439,-71.0638074,0,0,Evening,0,2,Summer,2,4,Drug,0,1.0,1.0,0.0,4.0,1.0
I152074613,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,C11,388,,2015-09-08T14:56:00.000-04:00,2015,9,Tuesday,14,Part Three,BROOKVALE ST,42.27904621,-71.06522668,0,42.27904621,-71.06522668,0,0,Afternoon,0,1,Fall,3,2,Other,0,1.0,2.0,2.0,0.0,0.0
I172045522,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,D4,134,,2017-06-08T15:14:00.000-04:00,2017,6,Thursday,15,Part One,DARTMOUTH ST,42.35029374,-71.07744671,0,42.35029374,-71.07744671,0,0,Afternoon,0,3,Summer,2,4,Violent,0,3.0,2.0,0.0,3.0,2.0
I172020021,3410,Towed,TOWED MOTOR VEHICLE,E13,303,,2017-03-14T03:00:00.000-04:00,2017,3,Tuesday,3,Part Three,W WALNUT PARK,42.31819906,-71.10008709,0,42.31819906,-71.10008709,0,0,Night,0,1,Spring,1,2,Other,1,6.0,0.0,1.0,0.0,0.0
I152053529,3830,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PERSONAL INJURY,B3,430,,2015-06-27T12:45:00.000-04:00,2015,6,Saturday,12,Part Three,BLUE HILL AVE,42.28451318,-71.09125682,0,42.28451318,-71.09125682,0,0,Afternoon,1,1,Summer,2,6,Traffic,0,2.0,2.0,0.0,2.0,0.0
I172061400,1107,Fraud,FRAUD - IMPERSONATION,C11,393,,2017-05-26T19:53:00.000-04:00,2017,5,Friday,19,Part Two,WRENTHAM ST,42.28832861,-71.05938355,0,42.28832861,-71.05938355,0,0,Evening,0,2,Spring,2,5,Other,0,1.0,1.0,1.0,0.0,1.0
I162018878,3410,Towed,TOWED MOTOR VEHICLE,D14,761,,2016-03-10T15:35:00.000-05:00,2016,3,Thursday,15,Part Three,WASHINGTON ST,42.34885012,-71.15982522,0,42.34885012,-71.15982522,0,0,Afternoon,0,1,Spring,1,4,Other,0,8.0,2.0,1.0,0.0,0.0
I162002343,3114,Investigate Property,INVESTIGATE PROPERTY,E13,303,,2016-01-09T09:18:00.000-05:00,2016,1,Saturday,9,Part Three,AMORY AVE,42.32066534,-71.10004987,0,42.32066534,-71.10004987,0,0,Morning,1,1,Winter,1,6,Other,0,6.0,3.0,3.0,0.0,0.0
I162012263,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,470,,2016-02-15T19:33:00.000-05:00,2016,2,Monday,19,Part Two,ALABAMA ST,42.27639356,-71.10175026,0,42.27639356,-71.10175026,0,0,Evening,0,2,Winter,1,1,Violent,0,2.0,1.0,3.0,3.0,1.0
I152090207,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,901,,2015-10-31T05:03:00.000-04:00,2015,10,Saturday,5,Part Three,MCGREEVEY WAY,42.33528037,-71.0987126,0,42.33528037,-71.0987126,0,0,Night,1,1,Fall,4,6,Other,0,0.0,0.0,2.0,0.0,0.0
I162048132,3115,Investigate Person,INVESTIGATE PERSON,D4,128,,2016-06-16T09:00:00.000-04:00,2016,6,Thursday,9,Part Three,STUART ST,42.34923356,-71.0732809,0,42.34923356,-71.0732809,0,0,Morning,0,1,Summer,2,4,Other,0,3.0,3.0,0.0,0.0,0.0
I182016781,3301,Verbal Disputes,VERBAL DISPUTE,B2,297,,2018-03-04T20:49:00.000-05:00,2018,3,Sunday,20,Part Three,KENSINGTON PARK,42.32224255,-71.08277356,0,42.32224255,-71.08277356,0,0,Evening,1,1,Spring,1,7,Other,0,0.0,1.0,1.0,0.0,0.0
I172006019,3207,Property Found,PROPERTY - FOUND,C6,193,,2017-01-23T08:30:00.000-05:00,2017,1,Monday,8,Part Three,PREBLE ST,42.32922503,-71.05424964,0,42.32922503,-71.05424964,0,0,Morning,0,1,Winter,1,1,Other,0,5.0,3.0,3.0,0.0,0.0
I182014758,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,D4,629,,2018-02-24T20:00:00.000-05:00,2018,2,Saturday,20,Part One,BEACON ST,42.347497,-71.101763,0,42.347497,-71.101763,0,0,Evening,1,3,Winter,1,6,Property,0,3.0,1.0,3.0,1.0,2.0
I162042982,1107,Fraud,FRAUD - IMPERSONATION,A1,63,,2016-06-01T06:59:00.000-04:00,2016,6,Wednesday,6,Part Two,MARTHA RD,42.36580175,-71.06538257,0,42.36580175,-71.06538257,0,0,Morning,0,2,Summer,2,3,Other,0,4.0,3.0,0.0,0.0,1.0
I162070597,3125,Warrant Arrests,WARRANT ARREST,C6,222,,2016-08-30T17:10:00.000-04:00,2016,8,Tuesday,17,Part Three,E SECOND ST,42.33724328,-71.03996111,0,42.33724328,-71.03996111,0,0,Evening,0,1,Summer,3,2,Other,0,5.0,1.0,0.0,0.0,0.0
I162035286,413,Aggravated Assault,ASSAULT - AGGRAVATED - BATTERY,B2,311,,2016-05-06T17:19:00.000-04:00,2016,5,Friday,17,Part One,QUINCY ST,42.31528744,-71.08015967,0,42.31528744,-71.08015967,0,0,Evening,0,3,Spring,2,5,Violent,0,0.0,1.0,1.0,3.0,2.0
I182000558,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,E13,572,,2018-01-03T07:53:00.000-05:00,2018,1,Wednesday,7,Part Two,IFFLEY RD,42.31236627,-71.0993374,0,42.31236627,-71.0993374,0,0,Morning,0,2,Winter,1,3,Other,0,6.0,3.0,3.0,0.0,1.0
I172054084,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,E13,"",,2017-07-05T09:36:00.000-04:00,2017,7,Wednesday,9,Part Three,UNKNOWN,42.31490192,-71.09720122,0,42.31490192,-71.09720122,0,0,Morning,0,1,Summer,3,3,Traffic,0,6.0,3.0,0.0,2.0,0.0
I152084123,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,305,,2015-10-09T20:39:00.000-04:00,2015,10,Friday,20,Part Three,KENSINGTON ST,42.3206268,-71.09108856,0,42.3206268,-71.09108856,0,0,Evening,0,1,Fall,4,5,Other,0,0.0,1.0,2.0,0.0,0.0
I162018064,1845,Drug Violation,DRUGS - POSS CLASS D,B2,321,,2016-03-07T18:35:00.000-05:00,2016,3,Monday,18,Part Two,CENTRE ST,42.32270922,-71.09932317,0,42.32270922,-71.09932317,0,0,Evening,0,2,Spring,1,1,Drug,0,0.0,1.0,1.0,4.0,1.0
I172024447,2610,Other,TRESPASSING,B2,280,,2017-03-29T18:14:00.000-04:00,2017,3,Wednesday,18,Part Two,DUDLEY ST,42.32883627,-71.08459849,0,42.32883627,-71.08459849,0,0,Evening,0,2,Spring,1,3,Other,0,0.0,1.0,1.0,0.0,1.0
I162005972,613,Larceny,LARCENY SHOPLIFTING,A1,66,,2016-01-22T17:36:00.000-05:00,2016,1,Friday,17,Part One,CHARLES ST,42.35913227,-71.07074326,0,42.35913227,-71.07074326,0,0,Evening,0,3,Winter,1,5,Property,0,4.0,1.0,3.0,1.0,2.0
I162068469,3115,Investigate Person,INVESTIGATE PERSON,A15,900,,2016-08-23T16:37:00.000-04:00,2016,8,Tuesday,16,Part Three,WALFORD WAY,42.37840325,-71.05729035,0,42.37840325,-71.05729035,0,0,Afternoon,0,1,Summer,3,2,Other,0,11.0,2.0,0.0,0.0,0.0
I152060921,3115,Investigate Person,INVESTIGATE PERSON,A1,113,,2015-07-23T16:21:00.000-04:00,2015,7,Thursday,16,Part Three,BEDFORD ST,42.35335427,-71.05986564,0,42.35335427,-71.05986564,0,0,Afternoon,0,1,Summer,3,4,Other,0,4.0,2.0,0.0,0.0,0.0
I172078298,2662,Ballistics,BALLISTICS EVIDENCE/FOUND,B3,429,,2017-09-20T15:35:00.000-04:00,2017,9,Wednesday,15,Part Two,WILDWOOD ST,42.28329468,-71.08824065,0,42.28329468,-71.08824065,0,0,Afternoon,0,2,Fall,3,3,Other,0,2.0,2.0,2.0,0.0,1.0
I182030823,3114,Investigate Property,INVESTIGATE PROPERTY,E13,906,,2018-04-25T00:28:00.000-04:00,2018,4,Wednesday,0,Part Three,HORAN WAY,42.32547536,-71.10253482,0,42.32547536,-71.10253482,0,0,Night,0,1,Spring,2,3,Other,1,6.0,0.0,1.0,0.0,0.0
I152098170,3018,Medical Assistance,SICK/INJURED/MEDICAL - POLICE,D4,"",,2015-11-27T11:27:00.000-05:00,2015,11,Friday,11,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Morning,0,1,Fall,4,5,Other,0,3.0,3.0,2.0,0.0,0.0
I162076127,3125,Warrant Arrests,WARRANT ARREST,A1,"",,2016-09-17T22:05:00.000-04:00,2016,9,Saturday,22,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Night,1,1,Fall,3,6,Other,1,4.0,0.0,2.0,0.0,0.0
I182043058,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,B2,261,,2018-06-04T12:08:00.000-04:00,2018,6,Monday,12,Part Three,W COTTAGE ST,42.32105956,-71.07313291,0,42.32105956,-71.07313291,0,0,Afternoon,0,1,Summer,2,1,Other,0,0.0,2.0,0.0,0.0,0.0
I172066009,3301,Verbal Disputes,VERBAL DISPUTE,B3,565,,2017-08-11T19:06:00.000-04:00,2017,8,Friday,19,Part Three,SANDPIPER LN,42.29190169,-71.09336352,0,42.29190169,-71.09336352,0,0,Evening,0,1,Summer,3,5,Other,0,2.0,1.0,0.0,0.0,0.0
I172009740,1402,Vandalism,VANDALISM,E5,685,,2017-02-04T23:00:00.000-05:00,2017,2,Saturday,23,Part Two,WASHINGTON ST,42.27800645,-71.13733723,0,42.27800645,-71.13733723,0,0,Night,1,2,Winter,1,6,Property,1,9.0,0.0,3.0,1.0,1.0
I182029602,613,Larceny,LARCENY SHOPLIFTING,D4,168,,2018-04-20T16:00:00.000-04:00,2018,4,Friday,16,Part One,WASHINGTON ST,42.33816387,-71.07461217,0,42.33816387,-71.07461217,0,0,Afternoon,0,3,Spring,2,5,Property,0,3.0,2.0,1.0,1.0,2.0
I172080057,613,Larceny,LARCENY SHOPLIFTING,B3,476,,2017-09-25T17:25:00.000-04:00,2017,9,Monday,17,Part One,BLUE HILL AVE,42.26994732,-71.09380308,0,42.26994732,-71.09380308,0,0,Evening,0,3,Fall,3,1,Property,0,2.0,1.0,2.0,1.0,2.0
I162096700,3301,Verbal Disputes,VERBAL DISPUTE,C11,359,,2016-11-26T21:06:00.000-05:00,2016,11,Saturday,21,Part Three,PARK ST,42.29641938,-71.06864617,0,42.29641938,-71.06864617,0,0,Night,1,1,Fall,4,6,Other,0,1.0,0.0,2.0,0.0,0.0
I152102404,614,Larceny From Motor Vehicle,LARCENY THEFT FROM MV - NON-ACCESSORY,B2,585,,2015-12-10T01:00:00.000-05:00,2015,12,Thursday,1,Part One,PARKER HILL AVE,42.32947458,-71.10442024,0,42.32947458,-71.10442024,0,0,Night,0,3,Winter,4,4,Property,1,0.0,0.0,3.0,1.0,2.0
I182069871,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2018-08-31T08:22:06.000-04:00,2018,8,Friday,8,Part Two,SEAVER ST,42.30603974,-71.0862124,0,42.30603974,-71.0862124,0,0,Morning,0,2,Summer,3,5,Violent,0,0.0,3.0,0.0,3.0,1.0
I182060461,3208,Property Lost,PROPERTY - MISSING,D4,146,,2018-07-31T00:00:00.000-04:00,2018,7,Tuesday,0,Part Three,SAINT BOTOLPH ST,42.34561901,-71.07990847,0,42.34561901,-71.07990847,0,0,Night,0,1,Summer,3,2,Other,1,3.0,0.0,0.0,0.0,0.0
I182016396,3410,Towed,TOWED MOTOR VEHICLE,C6,219,,2018-03-03T07:30:00.000-05:00,2018,3,Saturday,7,Part Three,GATES ST,42.33208391,-71.04823023,0,42.33208391,-71.04823023,0,0,Morning,1,1,Spring,1,6,Other,0,5.0,3.0,1.0,0.0,0.0
I182064867,2646,Liquor Violation,LIQUOR - DRINKING IN PUBLIC,B2,288,,2018-08-14T18:29:00.000-04:00,2018,8,Tuesday,18,Part Two,ROXBURY ST,42.32952036,-71.08530641,0,42.32952036,-71.08530641,0,0,Evening,0,2,Summer,3,2,Other,0,0.0,1.0,0.0,0.0,1.0
I182056304,1402,Vandalism,VANDALISM,B3,943,,2018-07-16T22:00:00.000-04:00,2018,7,Monday,22,Part Two,MORTON ST,42.27801559,-71.07893504,0,42.27801559,-71.07893504,0,0,Night,0,2,Summer,3,1,Property,1,2.0,0.0,0.0,1.0,1.0
I152095356,2900,Other,VAL - VIOLATION OF AUTO LAW - OTHER,C6,233,,2015-11-17T01:54:00.000-05:00,2015,11,Tuesday,1,Part Two,E EIGHTH ST,42.33132955,-71.04344366,0,42.33132955,-71.04344366,0,0,Night,0,2,Fall,4,2,Other,1,5.0,0.0,2.0,0.0,1.0
I172042772,613,Larceny,LARCENY SHOPLIFTING,B2,276,,2017-05-30T15:06:00.000-04:00,2017,5,Tuesday,15,Part One,ALLSTATE RD,42.32809966,-71.06321676,0,42.32809966,-71.06321676,0,0,Afternoon,0,3,Spring,2,2,Property,0,0.0,2.0,1.0,1.0,2.0
I162060305,3115,Investigate Person,INVESTIGATE PERSON,E18,541,,2016-07-28T02:52:00.000-04:00,2016,7,Thursday,2,Part Three,RIVER ST,42.2533034,-71.12971806,0,42.2533034,-71.12971806,0,0,Night,0,1,Summer,3,4,Other,1,7.0,0.0,0.0,0.0,0.0
I182056714,3207,Property Found,PROPERTY - FOUND,B2,288,,2018-07-19T01:06:00.000-04:00,2018,7,Thursday,1,Part Three,ROXBURY ST,42.32952036,-71.08530641,0,42.32952036,-71.08530641,0,0,Night,0,1,Summer,3,4,Other,1,0.0,0.0,0.0,0.0,0.0
I182070376,3115,Investigate Person,INVESTIGATE PERSON,A1,77,,2018-09-01T20:08:00.000-04:00,2018,9,Saturday,20,Part Three,NEW SUDBURY ST,42.36183857,-71.05976489,0,42.36183857,-71.05976489,0,0,Evening,1,1,Fall,3,6,Other,0,4.0,1.0,2.0,0.0,0.0
I162050011,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,119,,2016-06-23T19:33:00.000-04:00,2016,6,Thursday,19,Part Two,PARK ST,42.35650174,-71.0619996,0,42.35650174,-71.0619996,0,0,Evening,0,2,Summer,2,4,Violent,0,4.0,1.0,0.0,3.0,1.0
I182012209,2647,Other,THREATS TO DO BODILY HARM,B3,417,,2018-02-15T17:09:00.000-05:00,2018,2,Thursday,17,Part Two,MORA ST,42.28208198,-71.07364875,0,42.28208198,-71.07364875,0,0,Evening,0,2,Winter,1,4,Other,0,2.0,1.0,3.0,0.0,1.0
I162030588,617,Larceny,LARCENY THEFT FROM BUILDING,A7,16,,2015-11-01T12:00:00.000-05:00,2015,11,Sunday,12,Part One,E EAGLE ST,42.38134495,-71.03238071,0,42.38134495,-71.03238071,0,0,Afternoon,1,3,Fall,4,7,Property,0,10.0,2.0,2.0,1.0,2.0
I152091783,613,Larceny,LARCENY SHOPLIFTING,A1,111,,2015-11-05T07:51:00.000-05:00,2015,11,Thursday,7,Part One,WASHINGTON ST,42.35272948,-71.06256291,0,42.35272948,-71.06256291,0,0,Morning,0,3,Fall,4,4,Property,0,4.0,3.0,2.0,1.0,2.0
I172092458,3125,Warrant Arrests,WARRANT ARREST,E18,542,,2017-11-05T00:56:00.000-04:00,2017,11,Sunday,0,Part Three,BUSINESS ST,42.2519746,-71.128736,0,42.2519746,-71.128736,0,0,Night,1,1,Fall,4,7,Other,1,7.0,0.0,2.0,0.0,0.0
I172027887,3114,Investigate Property,INVESTIGATE PROPERTY,A1,61,,2017-04-10T16:24:00.000-04:00,2017,4,Monday,16,Part Three,FLEET CENTER PL,42.36646326,-71.06067801,0,42.36646326,-71.06067801,0,0,Afternoon,0,1,Spring,2,1,Other,0,4.0,2.0,1.0,0.0,0.0
I162097026,613,Larceny,LARCENY SHOPLIFTING,D14,763,,2016-11-28T10:37:00.000-05:00,2016,11,Monday,10,Part One,WASHINGTON ST,42.34910076,-71.1561239,0,42.34910076,-71.1561239,0,0,Morning,0,3,Fall,4,1,Property,0,8.0,3.0,2.0,1.0,2.0
I182046583,3820,Motor Vehicle Accident Response,M/V ACCIDENT INVOLVING PEDESTRIAN - INJURY,A1,64,,2018-06-15T11:05:00.000-04:00,2018,6,Friday,11,Part Three,FRUIT ST,42.36240281,-71.06954652,0,42.36240281,-71.06954652,0,0,Morning,0,1,Summer,2,5,Traffic,0,4.0,3.0,0.0,2.0,0.0
I162036002,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B2,319,,2016-05-09T10:08:00.000-04:00,2016,5,Monday,10,Part Two,MAPLE ST,42.30784206,-71.08650939,0,42.30784206,-71.08650939,0,0,Morning,0,2,Spring,2,1,Violent,0,0.0,3.0,1.0,3.0,1.0
I162065709,802,Simple Assault,ASSAULT SIMPLE - BATTERY,B3,470,,2016-08-15T07:48:00.000-04:00,2016,8,Monday,7,Part Two,ALABAMA ST,42.27639356,-71.10175026,0,42.27639356,-71.10175026,0,0,Morning,0,2,Summer,3,1,Violent,0,2.0,3.0,0.0,3.0,1.0
I162075104,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,"",,2016-09-14T16:02:00.000-04:00,2016,9,Wednesday,16,Part Three,UNKNOWN,,,0,42.18246397604247,-70.85870749757449,1,1,Afternoon,0,1,Fall,3,3,Traffic,0,5.0,2.0,2.0,2.0,0.0
I172022042,3831,Motor Vehicle Accident Response,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,266,,2017-03-20T20:30:00.000-04:00,2017,3,Monday,20,Part Three,MOUNT PLEASANT AVE,42.32588656,-71.07818807,0,42.32588656,-71.07818807,0,0,Evening,0,1,Spring,1,1,Traffic,0,0.0,1.0,1.0,2.0,0.0
I182057476,3410,Towed,TOWED MOTOR VEHICLE,E18,519,,2018-07-21T13:47:00.000-04:00,2018,7,Saturday,13,Part Three,RIVER ST,42.25604138,-71.12102424,0,42.25604138,-71.12102424,0,0,Afternoon,1,1,Summer,3,6,Other,0,7.0,2.0,0.0,0.0,0.0
I182046322,522,Residential Burglary,BURGLARY - RESIDENTIAL - NO FORCE,B2,322,,2018-06-14T14:42:00.000-04:00,2018,6,Thursday,14,Part One,GANNETT ST,42.31432666,-71.08166373,0,42.31432666,-71.08166373,0,0,Afternoon,0,3,Summer,2,4,Property,0,0.0,2.0,0.0,1.0,2.0
I162082424,1402,Vandalism,VANDALISM,C6,194,,2016-10-06T07:45:00.000-04:00,2016,10,Thursday,7,Part Two,LEEDS ST,42.33052378,-71.0562433,0,42.33052378,-71.0562433,0,0,Morning,0,2,Fall,4,4,Property,0,5.0,3.0,2.0,1.0,1.0
I162095185,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,E18,951,,2016-11-21T05:28:00.000-05:00,2016,11,Monday,5,Part Three,RIVER ST,42.26361745,-71.10237387,0,42.26361745,-71.10237387,0,0,Night,0,1,Fall,4,1,Other,0,7.0,0.0,2.0,0.0,0.0
I162063389,1300,Recovered Stolen Property,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,A1,123,,2016-08-07T15:33:00.000-04:00,2016,8,Sunday,15,Part Two,WASHINGTON ST,42.34997256,-71.06348817,0,42.34997256,-71.06348817,0,0,Afternoon,1,2,Summer,3,7,Other,0,4.0,2.0,0.0,0.0,1.0
I172093103,802,Simple Assault,ASSAULT SIMPLE - BATTERY,A1,165,,2017-11-07T08:23:00.000-05:00,2017,11,Tuesday,8,Part Two,DORCHESTER AVE,42.33014012,-71.05695787,0,42.33014012,-71.05695787,0,0,Morning,0,2,Fall,4,2,Violent,0,4.0,3.0,2.0,3.0,1.0
I162096178,802,Simple Assault,ASSAULT SIMPLE - BATTERY,C11,335,,2016-11-24T19:52:00.000-05:00,2016,11,Thursday,19,Part Two,BARRY ST,42.30870401,-71.06844484,0,42.30870401,-71.06844484,0,0,Evening,0,2,Fall,4,4,Violent,0,1.0,1.0,2.0,3.0,1.0
I182051826,1102,Fraud,FRAUD - FALSE PRETENSE / SCHEME,B2,239,,2018-07-02T08:59:00.000-04:00,2018,7,Monday,8,Part Two,COLUMBIA RD,42.31748189,-71.06450704,0,42.31748189,-71.06450704,0,0,Morning,0,2,Summer,3,1,Other,0,0.0,3.0,0.0,0.0,1.0
I172072892,3301,Verbal Disputes,VERBAL DISPUTE,B3,463,,2017-09-02T21:32:00.000-04:00,2017,9,Saturday,21,Part Three,WILBERT RD,42.29406247,-71.09004553,0,42.29406247,-71.09004553,0,0,Night,1,1,Fall,3,6,Other,0,2.0,0.0,2.0,0.0,0.0
I172105256,3130,Search Warrants,SEARCH WARRANT,D14,939,,2017-12-21T10:04:00.000-05:00,2017,12,Thursday,10,Part Three,FANEUIL ST,42.35555336,-71.15274721,0,42.35555336,-71.15274721,0,0,Morning,0,1,Winter,4,4,Other,0,8.0,3.0,3.0,0.0,0.0
I162044707,2629,Harassment,HARASSMENT,B2,268,,2016-06-07T01:59:00.000-04:00,2016,6,Tuesday,1,Part Two,DUDLEY ST,42.32742591,-71.07702562,0,42.32742591,-71.07702562,0,0,Night,0,2,Summer,2,2,Other,1,0.0,0.0,0.0,0.0,1.0
I152063208,3006,Medical Assistance,SICK/INJURED/MEDICAL - PERSON,D14,777,,2015-07-31T12:40:00.000-04:00,2015,7,Friday,12,Part Three,WASHINGTON ST,42.34724186,-71.14870339,0,42.34724186,-71.14870339,0,0,Afternoon,0,1,Summer,3,5,Other,0,8.0,2.0,0.0,0.0,0.0
I162022650,520,Residential Burglary,BURGLARY - RESIDENTIAL - FORCE,A1,61,,2016-03-17T23:00:00.000-04:00,2016,3,Thursday,23,Part One,BEVERLY ST,42.36658726,-71.06019881,0,42.36658726,-71.06019881,0,0,Night,0,3,Spring,1,4,Property,1,4.0,0.0,1.0,1.0,2.0
I182067472,615,Larceny From Motor Vehicle,LARCENY THEFT OF MV PARTS & ACCESSORIES,C11,244,,2018-08-23T04:30:00.000-04:00,2018,8,Thursday,4,Part One,MAYFIELD ST,42.31650496,-71.05803929,0,42.31650496,-71.05803929,0,0,Night,0,3,Summer,3,4,Property,0,1.0,0.0,0.0,1.0,2.0
I162103340,613,Larceny,LARCENY SHOPLIFTING,B3,427,,2016-12-19T18:08:00.000-05:00,2016,12,Monday,18,Part One,BLUE HILL AVE,42.27653731,-71.0933951,0,42.27653731,-71.0933951,0,0,Evening,0,3,Winter,4,1,Property,0,2.0,1.0,3.0,1.0,2.0
I152100119,3502,Missing Person Located,MISSING PERSON - LOCATED,C11,337,,2015-11-23T21:00:00.000-05:00,2015,11,Monday,21,Part Three,COLUMBIA RD,42.30723714,-71.07623393,0,42.30723714,-71.07623393,0,0,Night,0,1,Fall,4,1,Other,0,1.0,0.0,2.0,0.0,0.0
